transaction_id,customer_id,date,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
4414,195,2024-01-25 15:14:37,15,1,4.56,Cash,In-store,3.0,0.0,0.0
6920,542,2024-01-25 09:49:16,15,1,5.96,Cash,In-store,4.0,0.0,0.0
8706,466,2024-01-25 14:53:52,15,1,4.57,Cash,In-store,2.0,0.0,0.0
3102,701,2024-01-25 15:10:33,15,1,2.09,Mobile Pay,In-store,2.0,0.0,0.0
4803,191,2024-01-25 13:20:37,21,1,5.24,Credit Card,Online,,0.0,0.0
3502,103,2024-01-25 10:01:40,6,6,3.72,Cash,Online,,0.0,0.0
5048,668,2024-01-25 15:24:00,5,1,2.57,Mobile Pay,In-store,1.0,0.0,0.0
3214,148,2024-01-25 16:31:52,21,1,7.56,Cash,Online,,0.0,0.0
6679,469,2024-01-25 10:31:52,21,1,5.48,Cash,In-store,5.0,0.0,0.0
4527,694,2024-01-25 11:18:34,21,1,3.21,Cash,In-store,2.0,6.0,0.32
6935,598,2024-01-25 15:11:54,15,1,4.37,Cash,Online,,3.0,0.44
4387,243,2024-01-25 15:11:18,15,1,2.49,Cash,In-store,3.0,0.0,0.0
550,615,2024-01-25 16:17:18,6,1,3.36,Mobile Pay,In-store,5.0,0.0,0.0
918,374,2024-01-25 09:56:48,15,1,4.21,Credit Card,In-store,1.0,1.0,0.42
9039,676,2024-01-25 16:44:42,15,1,8.14,Mobile Pay,In-store,2.0,0.0,0.0
9833,684,2024-01-25 16:30:51,21,2,8.35,Mobile Pay,In-store,2.0,0.0,0.0
8074,176,2024-01-25 16:44:54,21,1,4.3,Mobile Pay,In-store,1.0,0.0,0.0
6821,631,2024-01-25 11:03:05,21,1,5.22,Cash,In-store,5.0,0.0,0.0
9457,394,2024-01-25 14:41:15,21,1,3.67,Mobile Pay,In-store,1.0,7.0,0.37
5579,465,2024-01-25 11:48:07,6,1,4.57,Cash,In-store,1.0,2.0,0.46
6182,676,2024-01-25 15:51:17,6,7,2.51,Cash,Online,,0.0,0.0
3655,185,2024-01-25 15:19:12,21,1,3.98,Credit Card,In-store,1.0,0.0,0.0
10399,224,2024-01-25 10:46:25,15,1,4.6,Cash,In-store,5.0,7.0,0.46
3860,685,2024-01-25 10:54:01,15,1,6.25,Mobile Pay,Online,,0.0,0.0
6180,432,2024-01-25 09:27:01,15,3,5.59,Mobile Pay,Online,,0.0,0.0
682,663,2024-01-25 14:18:50,5,1,5.2,Credit Card,In-store,2.0,0.0,0.0
3123,116,2024-01-25 10:34:44,6,1,2.26,Credit Card,Online,,0.0,0.0
4124,378,2024-01-25 14:55:41,19,2,5.06,Cash,In-store,5.0,0.0,0.0
6534,189,2024-01-25 16:11:09,15,1,3.53,Mobile Pay,In-store,5.0,0.0,0.0
8038,453,2024-01-25 14:52:50,6,1,8.1,Cash,In-store,1.0,0.0,0.0
294,194,2024-01-25 13:16:21,15,1,3.53,Cash,Online,,2.0,0.35
7764,583,2024-01-25 10:23:14,21,1,2.47,Mobile Pay,Online,,10.0,0.25
9570,358,2024-01-25 11:09:16,15,1,6.14,Cash,In-store,1.0,0.0,0.0
5818,657,2024-01-25 12:59:08,15,3,4.03,Cash,In-store,3.0,9.0,0.81
2599,199,2024-01-25 13:58:04,5,1,7.28,Mobile Pay,Online,,0.0,0.0
6746,383,2024-01-25 16:26:51,6,4,5.66,Cash,Online,,0.0,0.0
7857,466,2024-01-25 13:43:06,15,7,6.27,Cash,Online,,0.0,0.0
4665,533,2024-01-25 13:29:08,5,1,3.33,Mobile Pay,In-store,4.0,0.0,0.0
10759,589,2024-01-25 13:49:55,15,1,3.14,Mobile Pay,Online,,0.0,0.0
7836,360,2024-01-25 16:59:15,5,1,5.59,Cash,Online,,0.0,0.0
512,536,2024-01-26 13:51:29,15,1,5.25,Credit Card,Online,,0.0,0.0
363,373,2024-01-26 13:22:05,21,7,3.33,Mobile Pay,In-store,2.0,0.0,0.0
4838,638,2024-01-26 15:58:20,21,6,2.16,Mobile Pay,Online,,0.0,0.0
4658,572,2024-01-26 14:34:41,15,1,4.12,Credit Card,Online,,0.0,0.0
9730,662,2024-01-26 15:26:18,5,1,4.1,Mobile Pay,In-store,3.0,0.0,0.0
9795,202,2024-01-26 11:32:04,15,1,6.0,Credit Card,Online,,0.0,0.0
1403,573,2024-01-26 15:15:34,21,1,4.13,Credit Card,Online,,0.0,0.0
7975,688,2024-01-26 16:08:13,21,4,2.46,Mobile Pay,In-store,3.0,0.0,0.0
6153,250,2024-01-26 09:36:16,15,1,3.78,Mobile Pay,In-store,5.0,0.0,0.0
1289,665,2024-01-26 10:07:01,21,1,9.03,Cash,In-store,5.0,0.0,0.0
9655,500,2024-01-26 12:29:42,5,1,3.39,Cash,In-store,1.0,1.0,0.34
3239,238,2024-01-26 13:55:23,5,1,6.61,Cash,Online,,0.0,0.0
6952,411,2024-01-26 11:04:51,15,4,4.13,Cash,In-store,5.0,10.0,1.24
8085,227,2024-01-26 13:38:19,21,1,5.21,Cash,Online,,0.0,0.0
8858,254,2024-01-26 14:38:14,15,1,1.86,Credit Card,In-store,3.0,0.0,0.0
10677,298,2024-01-26 09:35:24,5,4,3.64,Cash,In-store,1.0,3.0,1.09
9934,655,2024-01-26 14:05:32,6,4,5.06,Mobile Pay,Online,,0.0,0.0
6932,118,2024-01-26 11:55:10,15,1,3.92,Mobile Pay,In-store,1.0,0.0,0.0
7105,512,2024-01-26 09:22:07,15,1,6.63,Cash,In-store,3.0,0.0,0.0
1050,115,2024-01-26 16:06:04,15,1,8.16,Mobile Pay,Online,,0.0,0.0
1012,193,2024-01-26 15:51:02,21,4,4.7,Credit Card,Online,,0.0,0.0
10655,495,2024-01-26 13:06:31,21,3,4.9,Mobile Pay,Online,,0.0,0.0
6112,150,2024-01-26 12:07:53,5,1,4.32,Cash,Online,,0.0,0.0
4506,193,2024-01-26 10:44:17,6,1,8.46,Cash,Online,,8.0,0.85
1693,573,2024-01-26 12:04:20,15,1,4.08,Mobile Pay,In-store,1.0,7.0,0.41
8823,681,2024-01-26 09:10:20,5,1,6.2,Mobile Pay,In-store,1.0,9.0,0.62
3500,590,2024-01-26 16:36:37,15,1,5.92,Credit Card,In-store,1.0,0.0,0.0
6142,539,2024-01-26 09:24:28,21,3,2.3,Credit Card,In-store,4.0,0.0,0.0
9573,106,2024-01-26 10:14:29,15,1,4.19,Credit Card,In-store,5.0,0.0,0.0
4324,190,2024-01-26 10:09:54,15,1,2.78,Cash,Online,,0.0,0.0
4008,329,2024-01-26 13:27:54,15,2,2.1,Credit Card,Online,,0.0,0.0
4416,673,2024-01-26 14:11:56,21,3,5.06,Credit Card,In-store,1.0,0.0,0.0
9869,241,2024-01-26 16:38:16,15,2,4.71,Mobile Pay,In-store,3.0,0.0,0.0
5059,235,2024-01-26 11:57:08,15,1,8.2,Cash,In-store,4.0,4.0,0.82
210,141,2024-01-26 10:38:00,5,4,4.99,Mobile Pay,In-store,4.0,0.0,0.0
8428,560,2024-01-26 10:20:46,15,3,6.31,Cash,Online,,0.0,0.0
983,254,2024-01-26 13:32:14,15,9,3.24,Credit Card,In-store,5.0,1.0,1.94
1737,175,2024-01-26 09:23:03,21,6,7.81,Cash,Online,,0.0,0.0
6078,648,2024-01-26 16:46:17,15,1,5.94,Credit Card,Online,,8.0,0.59
419,242,2024-01-26 16:58:13,5,1,3.07,Mobile Pay,Online,,0.0,0.0
4853,112,2024-01-27 15:40:16,15,1,8.85,Mobile Pay,In-store,3.0,0.0,0.0
1950,551,2024-01-27 10:53:58,15,1,2.79,Credit Card,In-store,4.0,0.0,0.0
2691,413,2024-01-27 09:41:32,5,1,3.72,Cash,In-store,4.0,0.0,0.0
1762,512,2024-01-27 15:29:22,15,1,4.17,Mobile Pay,In-store,3.0,7.0,0.42
5985,310,2024-01-27 14:13:47,6,1,3.87,Mobile Pay,In-store,1.0,0.0,0.0
8103,626,2024-01-27 14:08:45,15,1,2.52,Credit Card,In-store,4.0,0.0,0.0
10776,116,2024-01-27 13:43:57,15,1,6.02,Cash,Online,,0.0,0.0
142,580,2024-01-27 11:00:34,6,6,2.43,Mobile Pay,In-store,3.0,0.0,0.0
10723,173,2024-01-27 10:00:51,6,1,3.48,Mobile Pay,In-store,4.0,0.0,0.0
10026,204,2024-01-27 12:50:18,21,1,3.69,Mobile Pay,In-store,4.0,0.0,0.0
4303,595,2024-01-27 09:47:29,5,6,3.45,Credit Card,In-store,1.0,0.0,0.0
8772,135,2024-01-27 14:11:03,6,2,3.81,Cash,In-store,2.0,0.0,0.0
2932,507,2024-01-27 12:14:45,15,3,3.88,Mobile Pay,Online,,0.0,0.0
5576,677,2024-01-27 14:37:28,5,1,4.34,Mobile Pay,In-store,2.0,10.0,0.43
5416,279,2024-01-27 13:02:33,5,4,8.07,Credit Card,Online,,0.0,0.0
2520,270,2024-01-27 13:19:21,15,1,4.65,Mobile Pay,In-store,2.0,0.0,0.0
3983,403,2024-01-27 10:18:35,6,1,5.72,Credit Card,Online,,0.0,0.0
2906,150,2024-01-27 15:42:16,5,1,5.39,Cash,In-store,4.0,0.0,0.0
7756,265,2024-01-27 16:48:53,6,6,3.38,Credit Card,In-store,1.0,4.0,1.35
10678,243,2024-01-27 15:11:10,5,2,8.7,Mobile Pay,Online,,0.0,0.0
9948,187,2024-01-27 13:48:38,15,1,4.82,Credit Card,Online,,0.0,0.0
8758,622,2024-01-27 10:59:05,6,1,5.47,Mobile Pay,In-store,5.0,0.0,0.0
10182,137,2024-01-27 14:55:44,15,1,5.25,Mobile Pay,Online,,0.0,0.0
2812,617,2024-01-27 13:41:45,21,1,4.96,Mobile Pay,In-store,2.0,0.0,0.0
2714,457,2024-01-27 16:54:16,6,1,3.78,Mobile Pay,In-store,1.0,8.0,0.38
1991,685,2024-01-27 15:14:28,21,4,3.18,Mobile Pay,In-store,3.0,0.0,0.0
8232,604,2024-01-27 16:03:34,5,1,4.26,Credit Card,In-store,5.0,0.0,0.0
2910,505,2024-01-27 11:30:18,21,1,3.96,Credit Card,In-store,5.0,0.0,0.0
5401,599,2024-01-27 10:13:54,15,1,4.31,Mobile Pay,In-store,5.0,0.0,0.0
999,104,2024-01-27 09:41:30,6,1,3.21,Credit Card,Online,,0.0,0.0
2828,704,2024-01-27 10:57:49,5,1,3.7,Mobile Pay,In-store,5.0,0.0,0.0
1921,288,2024-01-27 14:45:43,15,1,3.31,Credit Card,Online,,0.0,0.0
2479,494,2024-01-27 15:02:01,6,1,5.27,Credit Card,In-store,2.0,0.0,0.0
8792,540,2024-01-27 12:09:32,15,1,3.41,Cash,Online,,0.0,0.0
9945,509,2024-01-27 13:52:33,6,1,3.19,Cash,In-store,4.0,0.0,0.0
10249,281,2024-01-27 16:00:09,21,1,2.93,Mobile Pay,Online,,0.0,0.0
2597,420,2024-01-27 16:39:26,15,6,2.92,Cash,In-store,3.0,0.0,0.0
6242,384,2024-01-27 09:59:15,15,2,5.21,Cash,In-store,2.0,0.0,0.0
9223,559,2024-01-28 12:59:59,15,1,3.77,Cash,In-store,5.0,1.0,0.38
1304,140,2024-01-28 16:14:08,5,1,8.48,Credit Card,In-store,2.0,0.0,0.0
2411,499,2024-01-28 10:00:51,6,1,6.18,Cash,In-store,3.0,9.0,0.62
3004,243,2024-01-28 14:40:48,5,1,2.8,Cash,Online,,0.0,0.0
5227,342,2024-01-28 10:57:39,15,1,2.87,Credit Card,In-store,5.0,0.0,0.0
9952,613,2024-01-28 16:48:01,21,1,4.92,Credit Card,Online,,0.0,0.0
6503,240,2024-01-28 12:46:21,15,1,4.09,Cash,In-store,3.0,0.0,0.0
5680,444,2024-01-28 09:50:13,15,1,5.73,Mobile Pay,Online,,0.0,0.0
501,704,2024-01-28 10:11:18,6,1,3.37,Mobile Pay,In-store,1.0,0.0,0.0
10596,446,2024-01-28 11:13:13,15,1,3.35,Cash,In-store,3.0,3.0,0.33
4843,228,2024-01-28 10:58:16,15,1,3.31,Cash,In-store,5.0,7.0,0.33
1081,526,2024-01-28 11:24:10,6,1,3.29,Credit Card,Online,,0.0,0.0
10379,313,2024-01-28 10:26:20,15,2,5.96,Mobile Pay,Online,,0.0,0.0
1811,688,2024-01-28 15:13:40,15,2,4.79,Credit Card,In-store,4.0,3.0,0.96
8524,511,2024-01-28 12:56:08,15,1,4.4,Mobile Pay,Online,,0.0,0.0
5644,260,2024-01-28 11:32:16,21,3,4.71,Credit Card,Online,,0.0,0.0
6027,667,2024-01-28 14:42:42,5,1,8.82,Mobile Pay,Online,,0.0,0.0
10930,512,2024-01-28 14:37:13,5,1,2.87,Cash,Online,,0.0,0.0
7569,697,2024-01-28 14:26:08,6,1,7.55,Cash,In-store,3.0,8.0,0.76
3592,325,2024-01-28 16:33:15,5,1,8.73,Mobile Pay,In-store,4.0,10.0,0.87
10566,482,2024-01-28 10:33:22,6,1,2.79,Credit Card,Online,,0.0,0.0
9889,696,2024-01-28 11:08:30,6,1,4.4,Credit Card,In-store,4.0,0.0,0.0
7728,397,2024-01-28 13:32:57,15,1,6.06,Cash,Online,,0.0,0.0
562,422,2024-01-28 11:54:08,6,3,8.83,Cash,In-store,1.0,0.0,0.0
5711,199,2024-01-28 09:22:44,6,1,1.8,Mobile Pay,Online,,0.0,0.0
9913,635,2024-01-28 15:27:21,5,2,5.14,Credit Card,In-store,3.0,0.0,0.0
4276,457,2024-01-28 10:29:21,21,1,4.42,Credit Card,In-store,1.0,4.0,0.44
3181,410,2024-01-28 10:18:47,21,1,8.18,Credit Card,In-store,5.0,0.0,0.0
6268,570,2024-01-28 15:21:17,6,1,4.23,Cash,In-store,2.0,0.0,0.0
5381,338,2024-01-28 13:57:02,5,7,2.86,Cash,In-store,3.0,1.0,1.43
4841,212,2024-01-28 10:34:32,15,1,3.74,Mobile Pay,Online,,0.0,0.0
1767,117,2024-01-28 11:30:23,15,1,4.0,Cash,In-store,5.0,0.0,0.0
549,413,2024-01-28 12:27:28,21,4,8.03,Cash,In-store,5.0,0.0,0.0
7596,293,2024-01-28 13:54:59,5,1,4.67,Mobile Pay,Online,,0.0,0.0
3545,676,2024-01-28 15:16:26,15,1,2.88,Credit Card,In-store,4.0,0.0,0.0
6299,336,2024-01-28 13:56:11,15,1,5.58,Credit Card,In-store,1.0,0.0,0.0
7005,348,2024-01-28 13:03:05,21,2,4.64,Cash,Online,,0.0,0.0
6016,114,2024-01-28 16:38:55,21,1,6.47,Mobile Pay,In-store,1.0,0.0,0.0
4223,636,2024-01-28 09:50:50,6,1,2.84,Mobile Pay,Online,,0.0,0.0
10563,592,2024-01-28 09:56:14,21,1,3.43,Cash,Online,,0.0,0.0
2204,475,2024-01-28 11:41:48,6,1,5.53,Credit Card,In-store,3.0,0.0,0.0
10604,511,2024-01-28 13:01:42,6,1,9.11,Credit Card,Online,,0.0,0.0
8447,672,2024-01-28 10:30:47,5,7,2.68,Cash,Online,,2.0,1.34
8252,451,2024-01-28 11:57:10,15,2,4.71,Mobile Pay,In-store,2.0,0.0,0.0
3951,584,2024-01-28 15:08:43,15,1,3.81,Mobile Pay,In-store,2.0,0.0,0.0
5612,525,2024-01-28 15:00:22,15,3,6.17,Credit Card,Online,,0.0,0.0
8375,690,2024-01-28 10:35:32,5,1,3.4,Mobile Pay,Online,,0.0,0.0
3202,631,2024-01-28 10:27:39,5,1,4.5,Mobile Pay,In-store,3.0,0.0,0.0
5577,529,2024-01-28 10:00:21,15,1,5.1,Cash,Online,,0.0,0.0
5689,119,2024-01-28 11:02:52,15,1,2.79,Mobile Pay,Online,,0.0,0.0
9834,228,2024-01-28 11:18:13,6,7,5.43,Mobile Pay,In-store,1.0,0.0,0.0
986,634,2024-01-28 13:35:59,5,1,2.81,Mobile Pay,In-store,3.0,0.0,0.0
9625,593,2024-01-28 16:23:43,6,1,4.85,Credit Card,Online,,0.0,0.0
8965,148,2024-01-28 10:32:07,5,1,4.56,Mobile Pay,In-store,3.0,0.0,0.0
3300,443,2024-01-28 15:26:21,15,3,5.03,Mobile Pay,In-store,3.0,0.0,0.0
2303,198,2024-01-28 15:25:56,15,1,6.38,Cash,In-store,1.0,0.0,0.0
10800,592,2024-01-29 09:20:40,15,1,4.25,Mobile Pay,In-store,3.0,0.0,0.0
2497,307,2024-01-29 09:05:41,15,1,5.03,Cash,In-store,3.0,0.0,0.0
8820,312,2024-01-29 14:14:24,5,1,2.43,Credit Card,Online,,0.0,0.0
2796,674,2024-01-29 16:47:24,21,4,3.56,Cash,In-store,5.0,0.0,0.0
1005,490,2024-01-29 12:06:01,15,2,5.47,Cash,Online,,0.0,0.0
9041,236,2024-01-29 14:29:26,6,1,6.31,Mobile Pay,Online,,0.0,0.0
7475,696,2024-01-29 10:31:54,6,1,6.18,Credit Card,Online,,3.0,0.62
10280,341,2024-01-29 12:34:42,15,1,4.58,Mobile Pay,Online,,0.0,0.0
7160,493,2024-01-29 16:51:22,15,1,6.44,Mobile Pay,Online,,0.0,0.0
35,505,2024-01-29 09:17:02,21,3,6.42,Cash,Online,,10.0,1.93
10254,314,2024-01-29 13:40:19,15,1,4.64,Mobile Pay,Online,,0.0,0.0
8831,652,2024-01-29 16:31:29,6,3,4.32,Credit Card,In-store,5.0,0.0,0.0
5320,137,2024-01-29 13:37:59,15,1,9.18,Credit Card,Online,,5.0,0.92
6464,131,2024-01-29 16:02:11,15,1,4.87,Credit Card,In-store,1.0,0.0,0.0
6343,266,2024-01-29 14:15:51,6,1,4.78,Credit Card,Online,,7.0,0.48
6698,512,2024-01-29 13:56:42,5,1,4.26,Cash,In-store,5.0,0.0,0.0
10946,130,2024-01-29 12:51:56,6,1,8.4,Credit Card,Online,,0.0,0.0
5398,114,2024-01-29 11:49:19,15,1,8.21,Cash,In-store,2.0,0.0,0.0
7551,653,2024-01-29 11:20:24,5,1,2.08,Mobile Pay,Online,,0.0,0.0
6330,245,2024-01-29 09:11:45,5,1,5.19,Credit Card,In-store,3.0,0.0,0.0
9555,472,2024-01-29 10:21:37,15,2,3.98,Cash,In-store,2.0,5.0,0.8
9395,116,2024-01-29 11:02:06,21,2,2.49,Mobile Pay,Online,,0.0,0.0
10873,416,2024-01-29 13:45:13,6,1,5.07,Credit Card,Online,,0.0,0.0
3597,645,2024-01-29 14:27:37,6,1,5.39,Credit Card,Online,,0.0,0.0
8262,631,2024-01-29 13:13:50,6,1,4.9,Credit Card,In-store,3.0,0.0,0.0
8848,451,2024-01-29 15:52:09,15,1,2.4,Credit Card,In-store,3.0,0.0,0.0
6587,195,2024-01-29 15:42:28,15,1,9.01,Cash,In-store,3.0,10.0,0.9
10630,383,2024-01-29 14:54:22,15,1,4.22,Credit Card,Online,,0.0,0.0
777,681,2024-01-29 11:09:23,6,1,1.97,Credit Card,Online,,7.0,0.2
6951,392,2024-01-29 11:11:14,21,1,4.69,Cash,In-store,5.0,0.0,0.0
8803,330,2024-01-29 16:05:36,21,1,4.17,Cash,Online,,7.0,0.42
8398,518,2024-01-29 15:37:31,6,2,4.57,Cash,Online,,0.0,0.0
8245,205,2024-01-29 16:25:20,5,1,3.65,Mobile Pay,Online,,0.0,0.0
10500,654,2024-01-29 11:59:41,5,3,5.81,Credit Card,Online,,9.0,1.74
3442,355,2024-01-29 15:15:59,21,1,8.26,Credit Card,In-store,3.0,7.0,0.83
9525,248,2024-01-29 11:37:21,21,1,2.73,Mobile Pay,In-store,3.0,0.0,0.0
2400,431,2024-01-29 12:27:53,15,1,3.55,Mobile Pay,In-store,5.0,0.0,0.0
3190,452,2024-01-29 10:01:30,15,1,6.06,Cash,In-store,4.0,0.0,0.0
5441,365,2024-01-29 16:50:22,15,1,4.2,Credit Card,Online,,0.0,0.0
719,428,2024-01-29 10:53:20,6,1,4.57,Mobile Pay,In-store,2.0,3.0,0.46
3323,197,2024-01-29 14:37:44,21,1,3.44,Mobile Pay,In-store,3.0,0.0,0.0
9051,477,2024-01-29 11:00:00,15,1,6.2,Credit Card,Online,,8.0,0.62
5331,164,2024-01-29 13:48:15,21,1,6.06,Cash,In-store,5.0,0.0,0.0
10468,695,2024-01-29 12:19:09,15,3,3.65,Cash,Online,,0.0,0.0
8686,556,2024-01-29 16:08:28,5,1,1.8,Cash,Online,,3.0,0.18
5518,181,2024-01-29 15:43:14,6,3,3.94,Mobile Pay,In-store,5.0,8.0,1.18
5139,687,2024-01-30 15:29:00,15,6,2.41,Credit Card,Online,,0.0,0.0
10727,713,2024-01-30 16:32:05,15,1,4.91,Cash,In-store,2.0,0.0,0.0
1008,239,2024-01-30 10:30:15,15,1,1.78,Credit Card,Online,,0.0,0.0
1262,593,2024-01-30 14:48:29,6,1,6.02,Credit Card,Online,,0.0,0.0
5743,572,2024-01-30 15:53:13,6,1,8.29,Cash,In-store,2.0,0.0,0.0
6650,369,2024-01-30 11:54:50,15,1,6.76,Mobile Pay,Online,,0.0,0.0
10489,536,2024-01-30 12:32:52,15,1,4.59,Cash,In-store,4.0,0.0,0.0
10735,484,2024-01-30 13:52:32,15,1,8.93,Credit Card,Online,,0.0,0.0
5795,591,2024-01-30 09:07:17,5,1,4.23,Credit Card,In-store,3.0,0.0,0.0
4098,707,2024-01-30 13:30:12,15,1,3.63,Cash,In-store,5.0,0.0,0.0
8136,647,2024-01-30 16:00:31,15,1,3.24,Mobile Pay,In-store,1.0,0.0,0.0
7809,512,2024-01-30 14:38:05,15,6,4.94,Mobile Pay,Online,,0.0,0.0
8145,445,2024-01-30 09:11:42,21,1,2.89,Credit Card,In-store,1.0,0.0,0.0
1466,467,2024-01-30 15:21:23,15,1,4.66,Credit Card,In-store,4.0,5.0,0.47
128,678,2024-01-30 14:46:24,21,1,4.81,Mobile Pay,In-store,3.0,0.0,0.48
7044,244,2024-01-30 13:57:18,5,1,2.92,Mobile Pay,In-store,5.0,7.0,0.29
10300,158,2024-01-30 10:15:53,15,3,3.35,Credit Card,Online,,0.0,0.0
413,340,2024-01-30 13:54:31,6,1,5.09,Cash,In-store,3.0,0.0,0.0
5406,197,2024-01-30 15:17:47,6,1,3.78,Mobile Pay,Online,,0.0,0.0
3230,718,2024-01-30 15:28:20,6,1,3.63,Cash,Online,,0.0,0.0
8458,475,2024-01-30 11:39:59,15,2,4.57,Credit Card,Online,,0.0,0.0
1170,472,2024-01-30 14:46:23,5,1,3.42,Mobile Pay,Online,,0.0,0.0
5013,398,2024-01-30 16:11:09,5,3,6.74,Cash,In-store,3.0,2.0,2.02
3172,508,2024-01-30 16:38:12,5,1,5.43,Credit Card,Online,,0.0,0.0
9642,661,2024-01-30 15:05:06,5,1,3.52,Credit Card,Online,,0.0,0.35
3506,304,2024-01-30 12:00:57,5,1,4.85,Credit Card,Online,,0.0,0.49
1108,317,2024-01-30 16:13:23,15,1,8.41,Cash,In-store,2.0,0.0,0.0
2254,323,2024-01-30 12:02:10,21,9,2.3,Mobile Pay,Online,,0.0,0.0
7690,717,2024-01-30 13:28:46,15,3,8.84,Credit Card,In-store,1.0,0.0,0.0
8989,352,2024-01-30 11:17:53,15,2,6.17,Mobile Pay,In-store,3.0,0.0,0.0
2921,564,2024-01-30 14:49:30,21,3,5.41,Credit Card,Online,,0.0,0.0
8479,446,2024-01-30 13:52:59,21,1,2.72,Credit Card,In-store,5.0,0.0,0.0
9308,237,2024-01-30 10:29:20,15,1,3.96,Mobile Pay,Online,,9.0,0.4
1841,477,2024-01-30 14:32:24,15,2,2.64,Credit Card,Online,,9.0,0.53
807,526,2024-01-30 11:10:06,15,1,2.24,Credit Card,In-store,4.0,0.0,0.0
4904,478,2024-01-30 16:46:00,5,3,5.8,Credit Card,In-store,2.0,0.0,0.0
9292,254,2024-01-30 15:18:45,5,3,3.39,Mobile Pay,In-store,4.0,5.0,1.02
5921,216,2024-01-30 11:13:53,6,1,5.16,Credit Card,Online,,0.0,0.0
8644,344,2024-01-30 12:09:05,15,1,2.62,Mobile Pay,In-store,5.0,0.0,0.0
1868,507,2024-01-30 13:20:09,21,1,6.07,Cash,In-store,1.0,0.0,0.0
8586,141,2024-01-30 15:41:16,5,1,4.92,Cash,In-store,3.0,1.0,0.49
4637,370,2024-01-30 16:38:53,15,1,3.57,Credit Card,In-store,2.0,0.0,0.0
10771,223,2024-01-30 11:11:23,5,1,5.02,Mobile Pay,In-store,3.0,2.0,0.5
8957,678,2024-01-31 13:27:24,15,2,5.52,Cash,In-store,3.0,0.0,0.0
748,610,2024-01-31 09:26:25,5,1,4.0,Credit Card,In-store,5.0,4.0,0.4
6111,166,2024-01-31 11:25:36,15,2,4.57,Mobile Pay,In-store,3.0,0.0,0.0
3529,512,2024-01-31 11:02:22,5,2,5.94,Credit Card,Online,,0.0,0.0
1860,574,2024-01-31 09:57:17,15,1,6.76,Cash,In-store,3.0,0.0,0.0
3450,714,2024-01-31 13:48:59,6,8,2.42,Cash,Online,,0.0,0.0
7278,650,2024-01-31 13:06:25,15,1,3.36,Credit Card,Online,,0.0,0.0
9983,640,2024-01-31 12:49:46,5,1,7.26,Mobile Pay,In-store,3.0,0.0,0.0
8459,304,2024-01-31 16:57:01,5,1,4.46,Mobile Pay,In-store,3.0,0.0,0.0
6781,117,2024-01-31 09:17:18,15,2,3.91,Cash,Online,,0.0,0.0
6054,582,2024-01-31 13:25:24,6,1,3.0,Credit Card,Online,,0.0,0.0
9091,325,2024-01-31 16:45:39,5,2,3.59,Cash,Online,,0.0,0.0
3700,359,2024-01-31 11:02:48,15,1,7.39,Credit Card,Online,,6.0,0.74
3687,512,2024-01-31 14:01:02,6,1,5.94,Cash,Online,,0.0,0.0
5307,213,2024-01-31 13:09:26,15,2,2.21,Mobile Pay,In-store,1.0,0.0,0.0
10334,237,2024-01-31 11:13:14,15,1,2.4,Mobile Pay,In-store,3.0,0.0,0.0
3410,237,2024-01-31 15:22:00,6,1,4.7,Mobile Pay,Online,,4.0,0.47
8891,177,2024-01-31 15:00:30,15,1,4.09,Cash,In-store,3.0,0.0,0.0
7380,647,2024-01-31 11:19:40,15,5,6.66,Credit Card,In-store,5.0,10.0,2.0
3833,156,2024-01-31 11:25:05,21,1,4.63,Cash,In-store,5.0,0.0,0.0
150,200,2024-01-31 16:22:46,21,1,2.37,Cash,Online,,0.0,0.0
3094,627,2024-01-31 16:40:30,6,1,3.55,Credit Card,Online,,0.0,0.0
10118,513,2024-01-31 11:32:43,15,1,9.21,Cash,In-store,3.0,0.0,0.0
6070,184,2024-01-31 13:33:20,6,1,4.54,Cash,In-store,5.0,0.0,0.0
9757,344,2024-01-31 11:27:03,15,1,3.99,Mobile Pay,Online,,0.0,0.0
2997,259,2024-01-31 11:05:21,15,2,5.37,Cash,Online,,0.0,0.0
2080,115,2024-01-31 14:17:58,21,1,6.47,Mobile Pay,Online,,5.0,0.65
8724,103,2024-01-31 09:03:43,5,1,2.45,Cash,In-store,1.0,0.0,0.0
6652,538,2024-01-31 11:55:48,15,2,2.77,Credit Card,In-store,5.0,0.0,0.0
10102,622,2024-01-31 13:07:33,21,1,3.62,Cash,Online,,0.0,0.0
7558,230,2024-01-31 14:26:45,21,5,3.66,Credit Card,Online,,0.0,0.0
2189,572,2024-01-31 14:51:00,21,1,4.74,Mobile Pay,In-store,5.0,0.0,0.0
10760,132,2024-01-31 16:19:48,5,1,4.2,Credit Card,In-store,5.0,0.0,0.0
3707,591,2024-01-31 16:32:34,6,1,3.8,Cash,Online,,0.0,0.0
7260,272,2024-01-31 09:47:11,15,1,2.46,Credit Card,Online,,0.0,0.0
8999,252,2024-02-01 16:41:55,15,6,2.7,Cash,In-store,4.0,0.0,0.0
5935,358,2024-02-01 12:23:02,5,1,7.86,Cash,Online,,0.0,0.0
7736,197,2024-02-01 15:23:33,21,1,2.68,Cash,In-store,1.0,0.0,0.0
407,487,2024-02-01 11:03:52,6,1,6.36,Mobile Pay,Online,,0.0,0.0
